0.001,-0.0005
0.00199,-0.000995
0.00298,-0.00149
0.00397,-0.001985
0.00496,-0.00248
0.00595,-0.002975
0.00694,-0.00347
0.00793,-0.003965
0.00892,-0.00446
0.00991,-0.004955
0.0109,-0.00545
0.01189,-0.005945
0.01288,-0.00644
0.01387,-0.006935
0.01486,-0.00743
0.01585,-0.007925
0.01684,-0.00842
0.01783,-0.008915
0.01882,-0.00941
0.01981,-0.009905
0.0208,-0.0104
0.02179,-0.010895
0.02278,-0.01139
0.02377,-0.011885
0.02476,-0.01238
0.02575,-0.012875
0.02674,-0.01337
0.02773,-0.013865
0.02872,-0.01436
0.02971,-0.014855
0.0307,-0.01535
0.03169,-0.015845
0.03268,-0.01634
0.03367,-0.016835
0.03466,-0.01733
0.03565,-0.017825
0.03664,-0.01832
0.03763,-0.018815
0.03862,-0.01931
0.03961,-0.019805
0.0406,-0.0203
0.04159,-0.020795
0.04258,-0.02129
0.04357,-0.021785
0.04456,-0.02228
0.04555,-0.022775
0.04654,-0.02327
0.04753,-0.023765
0.04852,-0.02426
0.04951,-0.024755
0.0505,-0.02525
0.05149,-0.025745
0.05248,-0.02624
0.05347,-0.026735
0.05446,-0.02723
0.05545,-0.027725
0.05644,-0.02822
0.05743,-0.028715
0.05842,-0.02921
0.05941,-0.029705
0.0604,-0.0302
0.06139,-0.030695
0.06238,-0.03119
0.06337,-0.031685
0.06436,-0.03218
0.06535,-0.032675
0.06634,-0.03317
0.06733,-0.033665
0.06832,-0.03416
0.06931,-0.034655
0.0703,-0.03515
0.07129,-0.035645
0.07228,-0.03614
0.07327,-0.036635
0.07426,-0.03713
0.07525,-0.037625
0.07624,-0.03812
0.07723,-0.038615
0.07822,-0.03911
0.07921,-0.039605
0.0802,-0.0401
0.08119,-0.040595
0.08218,-0.04109
0.08317,-0.041585
0.08416,-0.04208
0.08515,-0.042575
0.08614,-0.04307
0.08713,-0.043565
0.08812,-0.04406
0.08911,-0.044555
0.0901,-0.04505
0.09109,-0.045545
0.09208,-0.04604
0.09307,-0.046535
0.09406,-0.04703
0.09505,-0.047525
0.09604,-0.04802
0.09703,-0.048515
0.09802,-0.04901
0.09901,-0.049505
